Country,Year,Area,Month,Record Type,Reliability,Source Year,Value,Value Footnotes
Spain,2014,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2016,32325.00,
Spain,2014,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2016,36307.00,
Spain,2013,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2015,388600.00,
Spain,2013,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2015,36926.00,
Spain,2013,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2015,33865.00,
Spain,2013,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2015,36156.00,
Spain,2013,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2015,31365.00,
Spain,2013,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2015,31160.00,
Spain,2013,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2015,30113.00,
Spain,2013,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2015,31886.00,
Spain,2013,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2015,29776.00,
Spain,2013,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2015,28055.00,
Spain,2013,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2015,30396.00,
Spain,2013,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2015,31988.00,
Spain,2013,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2015,36914.00,
Spain,2012,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2013,401122.00,
Spain,2012,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2013,39878.00,
Spain,2012,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2013,43586.00,
Spain,2012,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2013,39139.00,
Spain,2012,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2013,32780.00,
Spain,2012,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2013,32134.00,
Spain,2012,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2013,29205.00,
Spain,2012,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2013,29439.00,
Spain,2012,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2013,30528.00,
Spain,2012,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2013,27910.00,
Spain,2012,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2013,30165.00,
Spain,2012,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2013,31681.00,
Spain,2012,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2013,34677.00,
Spain,2012,Total,Unknown,Data tabulated by year of occurrence,"Final figure, complete",2013,0.00,
United Kingdom of Great Britain and Northern Ireland,2018,Total,Total,Data tabulated by year of registration,Provisional figure,2019,616015.00,9
United Kingdom of Great Britain and Northern Ireland,2018,Total,January - March,Data tabulated by year of registration,Provisional figure,2019,187376.00,9
United Kingdom of Great Britain and Northern Ireland,2018,Total,April - June,Data tabulated by year of registration,Provisional figure,2019,146234.00,9
United Kingdom of Great Britain and Northern Ireland,2018,Total,July - September,Data tabulated by year of registration,Provisional figure,2019,134152.00,9
United Kingdom of Great Britain and Northern Ireland,2018,Total,October - December,Data tabulated by year of registration,Provisional figure,2019,148253.00,9
United Kingdom of Great Britain and Northern Ireland,2017,Total,Total,Data tabulated by year of registration,"Final figure, complete",2019,605748.00,9
United Kingdom of Great Britain and Northern Ireland,2017,Total,January,Data tabulated by year of registration,"Final figure, complete",2019,64394.00,9
United Kingdom of Great Britain and Northern Ireland,2017,Total,February,Data tabulated by year of registration,"Final figure, complete",2019,53939.00,9
United Kingdom of Great Britain and Northern Ireland,2017,Total,March,Data tabulated by year of registration,"Final figure, complete",2019,54954.00,9
United Kingdom of Great Britain and Northern Ireland,2017,Total,April,Data tabulated by year of registration,"Final figure, complete",2019,44888.00,9
United Kingdom of Great Britain and Northern Ireland,2017,Total,May,Data tabulated by year of registration,"Final figure, complete",2019,50191.00,9
United Kingdom of Great Britain and Northern Ireland,2017,Total,June,Data tabulated by year of registration,"Final figure, complete",2019,47625.00,9
United Kingdom of Great Britain and Northern Ireland,2017,Total,July,Data tabulated by year of registration,"Final figure, complete",2019,43980.00,9
United Kingdom of Great Britain and Northern Ireland,2017,Total,August,Data tabulated by year of registration,"Final figure, complete",2019,46545.00,9
United Kingdom of Great Britain and Northern Ireland,2017,Total,September,Data tabulated by year of registration,"Final figure, complete",2019,45575.00,9
United Kingdom of Great Britain and Northern Ireland,2017,Total,October,Data tabulated by year of registration,"Final figure, complete",2019,49589.00,9
United Kingdom of Great Britain and Northern Ireland,2017,Total,November,Data tabulated by year of registration,"Final figure, complete",2019,51814.00,9
United Kingdom of Great Britain and Northern Ireland,2017,Total,December,Data tabulated by year of registration,"Final figure, complete",2019,52254.00,9
United Kingdom of Great Britain and Northern Ireland,2016,Total,Total,Data tabulated by year of registration,"Final figure, complete",2018,595655.00,9
United Kingdom of Great Britain and Northern Ireland,2016,Total,January,Data tabulated by year of registration,"Final figure, complete",2018,54207.00,9
United Kingdom of Great Britain and Northern Ireland,2016,Total,February,Data tabulated by year of registration,"Final figure, complete",2018,52201.00,9
United Kingdom of Great Britain and Northern Ireland,2016,Total,March,Data tabulated by year of registration,"Final figure, complete",2018,55000.00,9
United Kingdom of Great Britain and Northern Ireland,2016,Total,April,Data tabulated by year of registration,"Final figure, complete",2018,52591.00,9
United Kingdom of Great Britain and Northern Ireland,2016,Total,May,Data tabulated by year of registration,"Final figure, complete",2018,46955.00,9
United Kingdom of Great Britain and Northern Ireland,2016,Total,June,Data tabulated by year of registration,"Final figure, complete",2018,47433.00,9
United Kingdom of Great Britain and Northern Ireland,2016,Total,July,Data tabulated by year of registration,"Final figure, complete",2018,44449.00,9
United Kingdom of Great Britain and Northern Ireland,2016,Total,August,Data tabulated by year of registration,"Final figure, complete",2018,46328.00,9
United Kingdom of Great Britain and Northern Ireland,2016,Total,September,Data tabulated by year of registration,"Final figure, complete",2018,45723.00,9
United Kingdom of Great Britain and Northern Ireland,2016,Total,October,Data tabulated by year of registration,"Final figure, complete",2018,46178.00,9
United Kingdom of Great Britain and Northern Ireland,2016,Total,November,Data tabulated by year of registration,"Final figure, complete",2018,52567.00,9
United Kingdom of Great Britain and Northern Ireland,2016,Total,December,Data tabulated by year of registration,"Final figure, complete",2018,52023.00,9
United Kingdom of Great Britain and Northern Ireland,2015,Total,Total,Data tabulated by year of registration,"Final figure, complete",2017,601272.00,9
United Kingdom of Great Britain and Northern Ireland,2015,Total,January,Data tabulated by year of registration,"Final figure, complete",2017,68153.00,9
United Kingdom of Great Britain and Northern Ireland,2015,Total,February,Data tabulated by year of registration,"Final figure, complete",2017,53271.00,9
United Kingdom of Great Britain and Northern Ireland,2015,Total,March,Data tabulated by year of registration,"Final figure, complete",2017,54478.00,9
United Kingdom of Great Britain and Northern Ireland,2015,Total,April,Data tabulated by year of registration,"Final figure, complete",2017,51041.00,9
United Kingdom of Great Britain and Northern Ireland,2015,Total,May,Data tabulated by year of registration,"Final figure, complete",2017,45082.00,9
United Kingdom of Great Britain and Northern Ireland,2015,Total,June,Data tabulated by year of registration,"Final figure, complete",2017,47798.00,9
United Kingdom of Great Britain and Northern Ireland,2015,Total,July,Data tabulated by year of registration,"Final figure, complete",2017,45952.00,9
United Kingdom of Great Britain and Northern Ireland,2015,Total,August,Data tabulated by year of registration,"Final figure, complete",2017,41472.00,9
United Kingdom of Great Britain and Northern Ireland,2015,Total,September,Data tabulated by year of registration,"Final figure, complete",2017,47096.00,9
United Kingdom of Great Britain and Northern Ireland,2015,Total,October,Data tabulated by year of registration,"Final figure, complete",2017,47898.00,9
United Kingdom of Great Britain and Northern Ireland,2015,Total,November,Data tabulated by year of registration,"Final figure, complete",2017,47337.00,9
United Kingdom of Great Britain and Northern Ireland,2015,Total,December,Data tabulated by year of registration,"Final figure, complete",2017,51694.00,9
United Kingdom of Great Britain and Northern Ireland,2014,Total,Total,Data tabulated by year of registration,"Final figure, complete",2016,568840.00,9
United Kingdom of Great Britain and Northern Ireland,2014,Total,January,Data tabulated by year of registration,"Final figure, complete",2016,55419.00,9
United Kingdom of Great Britain and Northern Ireland,2014,Total,February,Data tabulated by year of registration,"Final figure, complete",2016,46678.00,9
United Kingdom of Great Britain and Northern Ireland,2014,Total,March,Data tabulated by year of registration,"Final figure, complete",2016,46879.00,9
United Kingdom of Great Britain and Northern Ireland,2014,Total,April,Data tabulated by year of registration,"Final figure, complete",2016,47061.00,9
United Kingdom of Great Britain and Northern Ireland,2014,Total,May,Data tabulated by year of registration,"Final figure, complete",2016,44729.00,9
United Kingdom of Great Britain and Northern Ireland,2014,Total,June,Data tabulated by year of registration,"Final figure, complete",2016,43552.00,9
United Kingdom of Great Britain and Northern Ireland,2014,Total,July,Data tabulated by year of registration,"Final figure, complete",2016,46695.00,9
United Kingdom of Great Britain and Northern Ireland,2014,Total,August,Data tabulated by year of registration,"Final figure, complete",2016,41181.00,9
United Kingdom of Great Britain and Northern Ireland,2014,Total,September,Data tabulated by year of registration,"Final figure, complete",2016,46339.00,9
United Kingdom of Great Britain and Northern Ireland,2014,Total,October,Data tabulated by year of registration,"Final figure, complete",2016,49000.00,9
United Kingdom of Great Britain and Northern Ireland,2014,Total,November,Data tabulated by year of registration,"Final figure, complete",2016,44837.00,9
United Kingdom of Great Britain and Northern Ireland,2014,Total,December,Data tabulated by year of registration,"Final figure, complete",2016,56470.00,9
United Kingdom of Great Britain and Northern Ireland,2013,Total,Total,Data tabulated by year of registration,"Final figure, complete",2015,574945.00,9
United Kingdom of Great Britain and Northern Ireland,2013,Total,January,Data tabulated by year of registration,"Final figure, complete",2015,60152.00,9
United Kingdom of Great Britain and Northern Ireland,2013,Total,February,Data tabulated by year of registration,"Final figure, complete",2015,49655.00,9
United Kingdom of Great Britain and Northern Ireland,2013,Total,March,Data tabulated by year of registration,"Final figure, complete",2015,50771.00,9
United Kingdom of Great Britain and Northern Ireland,2013,Total,April,Data tabulated by year of registration,"Final figure, complete",2015,56309.00,9
United Kingdom of Great Britain and Northern Ireland,2013,Total,May,Data tabulated by year of registration,"Final figure, complete",2015,47953.00,9
United Kingdom of Great Britain and Northern Ireland,2013,Total,June,Data tabulated by year of registration,"Final figure, complete",2015,40698.00,9
United Kingdom of Great Britain and Northern Ireland,2013,Total,July,Data tabulated by year of registration,"Final figure, complete",2015,45198.00,9
United Kingdom of Great Britain and Northern Ireland,2013,Total,August,Data tabulated by year of registration,"Final figure, complete",2015,40549.00,9
United Kingdom of Great Britain and Northern Ireland,2013,Total,September,Data tabulated by year of registration,"Final figure, complete",2015,41781.00,9
United Kingdom of Great Britain and Northern Ireland,2013,Total,October,Data tabulated by year of registration,"Final figure, complete",2015,48028.00,9
United Kingdom of Great Britain and Northern Ireland,2013,Total,November,Data tabulated by year of registration,"Final figure, complete",2015,45309.00,9
United Kingdom of Great Britain and Northern Ireland,2013,Total,December,Data tabulated by year of registration,"Final figure, complete",2015,48542.00,9
United Kingdom of Great Britain and Northern Ireland,2012,Total,Total,Data tabulated by year of registration,"Final figure, complete",2013,569024.00,9
United Kingdom of Great Britain and Northern Ireland,2012,Total,January,Data tabulated by year of registration,"Final figure, complete",2013,53558.00,9
United Kingdom of Great Britain and Northern Ireland,2012,Total,February,Data tabulated by year of registration,"Final figure, complete",2013,50322.00,9
United Kingdom of Great Britain and Northern Ireland,2012,Total,March,Data tabulated by year of registration,"Final figure, complete",2013,49932.00,9
United Kingdom of Great Britain and Northern Ireland,2012,Total,April,Data tabulated by year of registration,"Final figure, complete",2013,47558.00,9
United Kingdom of Great Britain and Northern Ireland,2012,Total,May,Data tabulated by year of registration,"Final figure, complete",2013,50269.00,9
United Kingdom of Great Britain and Northern Ireland,2012,Total,June,Data tabulated by year of registration,"Final figure, complete",2013,41966.00,9
United Kingdom of Great Britain and Northern Ireland,2012,Total,July,Data tabulated by year of registration,"Final figure, complete",2013,44852.00,9
United Kingdom of Great Britain and Northern Ireland,2012,Total,August,Data tabulated by year of registration,"Final figure, complete",2013,44536.00,9
United Kingdom of Great Britain and Northern Ireland,2012,Total,September,Data tabulated by year of registration,"Final figure, complete",2013,40266.00,9
United Kingdom of Great Britain and Northern Ireland,2012,Total,October,Data tabulated by year of registration,"Final figure, complete",2013,49335.00,9
United Kingdom of Great Britain and Northern Ireland,2012,Total,November,Data tabulated by year of registration,"Final figure, complete",2013,47891.00,9
United Kingdom of Great Britain and Northern Ireland,2012,Total,December,Data tabulated by year of registration,"Final figure, complete",2013,48539.00,9
United Kingdom of Great Britain and Northern Ireland,2012,Total,Unknown,Data tabulated by year of registration,"Final figure, complete",2013,0.00,9
United States of America,2015,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2017,2712630.00,
United States of America,2015,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2017,265355.00,
United States of America,2015,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2017,227047.00,
United States of America,2015,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2017,242712.00,
United States of America,2015,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2017,224423.00,
United States of America,2015,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2017,223600.00,
United States of America,2015,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2017,211175.00,
United States of America,2015,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2017,216951.00,
United States of America,2015,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2017,214404.00,
United States of America,2015,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2017,209905.00,
United States of America,2015,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2017,223535.00,
United States of America,2015,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2017,219788.00,
United States of America,2015,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2017,233735.00,
United States of America,2014,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2016,2626418.00,
United States of America,2014,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2016,243298.00,
United States of America,2014,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2016,211980.00,
United States of America,2014,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2016,228477.00,
United States of America,2014,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2016,215600.00,
United States of America,2014,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2016,216862.00,
United States of America,2014,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2016,204687.00,
United States of America,2014,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2016,209373.00,
United States of America,2014,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2016,208013.00,
United States of America,2014,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2016,205274.00,
United States of America,2014,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2016,218147.00,
United States of America,2014,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2016,221317.00,
United States of America,2014,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2016,243390.00,
United States of America,2013,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2015,2596993.00,
United States of America,2013,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2015,261089.00,
United States of America,2013,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2015,217614.00,
United States of America,2013,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2015,232871.00,
United States of America,2013,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2015,213789.00,
United States of America,2013,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2015,210076.00,
United States of America,2013,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2015,200010.00,
United States of America,2013,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2015,204505.00,
United States of America,2013,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2015,204585.00,
United States of America,2013,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2015,198780.00,
United States of America,2013,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2015,211702.00,
United States of America,2013,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2015,211850.00,
United States of America,2013,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2015,230122.00,
United States of America,2012,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",2015,2543279.00,
United States of America,2012,Total,January,Data tabulated by year of occurrence,"Final figure, complete",2015,225368.00,
United States of America,2012,Total,February,Data tabulated by year of occurrence,"Final figure, complete",2015,208962.00,
United States of America,2012,Total,March,Data tabulated by year of occurrence,"Final figure, complete",2015,221438.00,
United States of America,2012,Total,April,Data tabulated by year of occurrence,"Final figure, complete",2015,208145.00,
United States of America,2012,Total,May,Data tabulated by year of occurrence,"Final figure, complete",2015,207931.00,
United States of America,2012,Total,June,Data tabulated by year of occurrence,"Final figure, complete",2015,198869.00,
United States of America,2012,Total,July,Data tabulated by year of occurrence,"Final figure, complete",2015,203929.00,
United States of America,2012,Total,August,Data tabulated by year of occurrence,"Final figure, complete",2015,204648.00,
United States of America,2012,Total,September,Data tabulated by year of occurrence,"Final figure, complete",2015,200852.00,
United States of America,2012,Total,October,Data tabulated by year of occurrence,"Final figure, complete",2015,213558.00,
United States of America,2012,Total,November,Data tabulated by year of occurrence,"Final figure, complete",2015,214201.00,
United States of America,2012,Total,December,Data tabulated by year of occurrence,"Final figure, complete",2015,235378.00,
,,,,,,,,
footnoteSeqID,Footnote,,,,,,,
1,"Including armed forces stationed outside the country, but excluding alien armed forces stationed in the area.",,,,,,,
2,"Including Canadian residents temporarily in the United States, but excluding United States residents temporarily in Canada.",,,,,,,
3,Including armed forces stationed outside the country.,,,,,,,
4,Unrevised data.,,,,,,,
5,Data refer to events registered within one year of occurrence.,,,,,,,
6,Includes data for East Jerusalem and Israeli residents in certain other territories under occupation by Israeli military forces since June 1967.,,,,,,,
7,Including deaths abroad of Israeli residents who were out of the country for less than a year.,,,,,,,
8,Including residents outside the country if listed in a Netherlands population register.,,,,,,,
9,"Excluding Channel Islands (Guernsey and Jersey) and Isle of Man, shown separately, if available.",,,,,,,
